gene	high_median	low_median	logCPM_difference	p_value	fdr
RCAN3	3.0990017422095972	1.3180235452422449	1.7809781969673524	4.2575105487669257e-07	3.0338477450199675e-06
KIAA1731	4.318046177761923	2.7031605634371063	1.614885614324817	4.296256647916642e-07	3.0338477450199675e-06
MFF	5.330238307535652	3.7343692460058486	1.595869061529803	4.2884835003127164e-07	3.0338477450199675e-06
CPEB3	1.4786407750401789	0.3118087533368957	1.166832021703283	4.2575105487669257e-07	3.0338477450199675e-06
PCNXL2	2.7952463463615027	1.2933943839580206	1.501851962403482	4.294312237178681e-07	3.0338477450199675e-06
ITGA10	1.7622507257877305	0.7410188809350358	1.0212318448526947	4.2884835003127164e-07	3.0338477450199675e-06
DKC1	6.587242837181634	3.89898646624309	2.688256370938544	4.296256647916642e-07	3.0338477450199675e-06
TRAF3IP1	2.824084509769162	1.333509715352348	1.490574794416814	4.2768462345783943e-07	3.0338477450199675e-06
DDX55	4.47158471528971	2.3653892403574623	2.106195474932248	4.294312237178681e-07	3.0338477450199675e-06
UPF1	6.465033649815004	4.609918561115828	1.8551150886991756	4.296256647916642e-07	3.0338477450199675e-06
TMEM260	3.4705007203963314	1.9365987236356346	1.5339019967606968	4.2884835003127164e-07	3.0338477450199675e-06
ZNF701	2.339880245741764	0.8916890420444045	1.4481912036973594	4.2768462345783943e-07	3.0338477450199675e-06
CLK3	5.385839052718753	4.475945522282979	0.9098935304357738	4.294312237178681e-07	3.0338477450199675e-06
WDR33	5.847773300168752	4.193280200382192	1.65449309978656	4.296256647916642e-07	3.0338477450199675e-06
APH1B	3.7173732592168838	2.114314763401967	1.603058495814917	4.2884835003127164e-07	3.0338477450199675e-06
LILRB3	3.5655122371034373	2.111713743638147	1.4537984934652903	4.296256647916642e-07	3.0338477450199675e-06
ZXDB	2.57992968282257	1.0091719523823146	1.5707577304402554	4.2768462345783943e-07	3.0338477450199675e-06
LINC00539	1.544271639970154	0.5218529202087919	1.0224187197613621	4.2575105487669257e-07	3.0338477450199675e-06
HELZ2	4.362516893462347	2.759613619842056	1.6029032736202908	4.294312237178681e-07	3.0338477450199675e-06
LINC00893	1.6540407348375394	0.5171899071561781	1.1368508276813614	4.2575105487669257e-07	3.0338477450199675e-06
TBC1D19	1.5939533998835869	0.44624204539626194	1.147711354487325	4.2286466235611826e-07	3.0338477450199675e-06
IFRD2	4.498672955539549	2.5805991544823983	1.9180738010571505	4.2884835003127164e-07	3.0338477450199675e-06
EPS15L1	4.940557593571119	3.2033278762023176	1.737229717368801	4.2884835003127164e-07	3.0338477450199675e-06
PLAA	4.539018617279915	2.53709960564608	2.001919011633835	4.2768462345783943e-07	3.0338477450199675e-06
CHEK1	4.740519887587373	2.1277637637294413	2.612756123857932	4.294312237178681e-07	3.0338477450199675e-06
PIGC	4.002552957745505	2.4731564826211256	1.5293964751243792	4.2768462345783943e-07	3.0338477450199675e-06
CLEC12A	1.978678859718021	0.710873240340143	1.267805619377878	4.2768462345783943e-07	3.0338477450199675e-06
UBE3A	5.020363963211995	2.9666025881153724	2.053761375096623	4.294312237178681e-07	3.0338477450199675e-06
SIPA1L3	5.0986793982305265	2.600625988493305	2.4980534097372216	4.296256647916642e-07	3.0338477450199675e-06
CCT6P1	2.1617602456873497	0.8513447249299602	1.3104155207573895	4.2884835003127164e-07	3.0338477450199675e-06
CD48	7.096292554018666	5.310334713618978	1.7859578403996874	4.296256647916642e-07	3.0338477450199675e-06
MCM6	6.32798640317531	3.839144536285307	2.488841866890003	4.296256647916642e-07	3.0338477450199675e-06
NUP35	3.2858201583102424	1.4216485684400655	1.864171589870177	4.294312237178681e-07	3.0338477450199675e-06
UBN1	5.3813438370143185	3.70204234375686	1.6793014932574586	4.294312237178681e-07	3.0338477450199675e-06
SLC35A2	4.0941790617875	2.6269836981538273	1.4671953636336728	4.294312237178681e-07	3.0338477450199675e-06
ATXN1	3.462187673038043	1.3490174697306023	2.113170203307441	4.294312237178681e-07	3.0338477450199675e-06
ATXN7L1	2.9932457090416733	1.4460194939205286	1.5472262151211447	4.296256647916642e-07	3.0338477450199675e-06
PPIL3	4.269363436652769	2.157764744196607	2.1115986924561625	4.2884835003127164e-07	3.0338477450199675e-06
CCDC71	4.060653133448511	3.0401575016282907	1.0204956318202205	4.2768462345783943e-07	3.0338477450199675e-06
PPID	4.75376151636981	2.7781140604165167	1.9756474559532933	4.296256647916642e-07	3.0338477450199675e-06
TRNT1	3.5273945332522576	1.9828435207547477	1.54455101249751	4.296256647916642e-07	3.0338477450199675e-06
LAMP2	5.599900498735164	3.0411145159809108	2.5587859827542534	4.294312237178681e-07	3.0338477450199675e-06
BEND3P3	0.31360866815667165	0.0	0.31360866815667165	4.2398578180633457e-07	3.0338477450199675e-06
MELK	4.381490044127284	1.6288689500961966	2.752621094031088	4.2286466235611826e-07	3.0338477450199675e-06
ANKMY1	2.7578044996178592	1.6311240016964992	1.12668049792136	4.2768462345783943e-07	3.0338477450199675e-06
NAPG	3.905156383461067	2.158664901169749	1.7464914822913182	4.2768462345783943e-07	3.0338477450199675e-06
NADK2	3.0360256103725534	1.3073447662416775	1.7286808441308759	4.2768462345783943e-07	3.0338477450199675e-06
E2F6	3.059950777350977	1.4358240818810497	1.6241266954699274	4.2768462345783943e-07	3.0338477450199675e-06
RBM45	2.825717320118774	1.4297665017517671	1.395950818367007	4.2768462345783943e-07	3.0338477450199675e-06
DCP2	5.148583162724514	2.8934643165418947	2.2551188461826195	4.296256647916642e-07	3.0338477450199675e-06
MRRF	4.715088271166201	2.871165314907528	1.8439229562586732	4.2768462345783943e-07	3.0338477450199675e-06
MBOAT1	2.9950291755419274	0.9245305210720802	2.070498654469847	4.2768462345783943e-07	3.0338477450199675e-06
CCT6A	7.081473645501538	4.834748652665358	2.2467249928361808	4.296256647916642e-07	3.0338477450199675e-06
CKMT2-AS1	1.9734016831659227	0.7473924334928541	1.2260092496730686	4.2884835003127164e-07	3.0338477450199675e-06
NOP14-AS1	2.3140917619682373	1.2370319532904945	1.0770598086777428	4.2884835003127164e-07	3.0338477450199675e-06
RPP14	3.601749711162004	2.0824684275533105	1.5192812836086933	4.294312237178681e-07	3.0338477450199675e-06
RABIF	3.5440419584645695	2.2440611488297257	1.2999808096348437	4.294312237178681e-07	3.0338477450199675e-06
IDH2	6.867920702928868	4.766339547043375	2.1015811558854924	4.294312237178681e-07	3.0338477450199675e-06
POLB	3.9069219628142444	2.741270647181099	1.1656513156331454	4.294312237178681e-07	3.0338477450199675e-06
ALOX12	1.3238266020072906	0.5576451268409577	0.766181475166333	4.2768462345783943e-07	3.0338477450199675e-06
KIF3A	2.3230534189123526	0.864868813282669	1.4581846056296837	4.2884835003127164e-07	3.0338477450199675e-06
PCGF1	3.7065996440964106	2.8188793329826107	0.8877203111137999	4.2575105487669257e-07	3.0338477450199675e-06
TAF9B	3.3302549023328987	1.503119832689331	1.8271350696435678	4.2884835003127164e-07	3.0338477450199675e-06
EML2	4.868533042731805	3.3409229535025373	1.5276100892292677	4.294312237178681e-07	3.0338477450199675e-06
RABL2A	2.7274603123445598	1.6204932495638316	1.1069670627807282	4.2768462345783943e-07	3.0338477450199675e-06
RP5-1180C10.2	1.9878242992335946	1.031225042298019	0.9565992569355757	4.2884835003127164e-07	3.0338477450199675e-06
NAA25	4.06254335886106	1.652835203443375	2.4097081554176847	4.2884835003127164e-07	3.0338477450199675e-06
KLF11	2.8996735809485767	1.2151769945178972	1.6844965864306796	4.294312237178681e-07	3.0338477450199675e-06
PRDX3	5.867151636534959	2.638883372687686	3.228268263847273	4.2884835003127164e-07	3.0338477450199675e-06
SPTLC2	5.06313182401907	3.599671355059382	1.463460468959688	4.296256647916642e-07	3.0338477450199675e-06
MTX2	4.188357359456106	1.9059592763703728	2.2823980830857327	4.2884835003127164e-07	3.0338477450199675e-06
ZNF280D	3.179798799971992	1.528318003156223	1.6514807968157692	4.294312237178681e-07	3.0338477450199675e-06
CIT	3.76938306232009	1.6511196540611286	2.1182634082589615	4.294312237178681e-07	3.0338477450199675e-06
ZNF213	2.891351285985768	1.8039104181919579	1.0874408677938103	4.2768462345783943e-07	3.0338477450199675e-06
CLCN6	3.3652143078081984	1.8987834142812916	1.4664308935269068	4.294312237178681e-07	3.0338477450199675e-06
LYPD5	1.2529938833677514	0.4173155280709365	0.8356783552968149	4.2768462345783943e-07	3.0338477450199675e-06
NIPAL3	4.0447122806803035	2.652011696897873	1.3927005837824304	4.2884835003127164e-07	3.0338477450199675e-06
SNX11	5.404016115223101	3.907578680591503	1.4964374346315976	4.2884835003127164e-07	3.0338477450199675e-06
HK3	3.653463369256066	1.954216348197227	1.699247021058839	4.2884835003127164e-07	3.0338477450199675e-06
ATP11C	3.663841280780747	1.5720103499899927	2.091830930790754	4.296256647916642e-07	3.0338477450199675e-06
CROT	2.614930274065859	0.9269467767830486	1.6879834972828105	4.2575105487669257e-07	3.0338477450199675e-06
PEX14	3.707182222484205	2.753078855499128	0.9541033669850769	4.2768462345783943e-07	3.0338477450199675e-06
INPP5E	3.831519908712584	2.0044604278976603	1.8270594808149236	4.2768462345783943e-07	3.0338477450199675e-06
SLC39A6	4.007643057386311	1.6624519327528469	2.345191124633464	4.2884835003127164e-07	3.0338477450199675e-06
NAP1L2	0.7805604011328083	0.0526356243885029	0.7279247767443054	4.3242214185875317e-07	3.0529445590820665e-06
C9orf139	0.9117879542948313	0.167330411593967	0.7444575427008643	4.3442147935593263e-07	3.066406547015688e-06
LOC101926918	0.2117706976695109	0.0	0.2117706976695109	4.452656023739131e-07	3.14228128339119e-06
A2M-AS1	0.3043445403731704	0.0616066843366121	0.24273785603655829	4.4811225142628243e-07	3.160350530284656e-06
TTC22	0.6573670724364316	0.06792270024892565	0.5894443721875059	4.4811225142628243e-07	3.160350530284656e-06
ARSJ	0.6717044776839144	0.048107170407793	0.6235973072761214	4.4811225142628243e-07	3.160350530284656e-06
AURKAPS1	1.3369510379326004	0.2725326909348821	1.0644183469977184	4.564201802876068e-07	3.2182577463191277e-06
PCNA	6.667160305727283	3.8512364012967084	2.815923904430574	4.6808607359677e-07	3.239828515245843e-06
LATS2	3.107528250783527	1.0851507616821494	2.0223774891013777	4.659844740638451e-07	3.239828515245843e-06
C14orf119	4.761025098921893	3.644531759111339	1.116493339810554	4.6787555150877006e-07	3.239828515245843e-06
LRTOMT	2.5601881762377694	1.241070786139415	1.3191173900983544	4.672444683901949e-07	3.239828515245843e-06
LRFN1	1.2330150478894122	0.365202049439485	0.8678129984499272	4.638909061947301e-07	3.239828515245843e-06
RIPK1	4.729920077377149	3.3877880118996	1.342132065477549	4.6808607359677e-07	3.239828515245843e-06
NEURL4	4.658438133503056	3.272265784067466	1.38617234943559	4.659844740638451e-07	3.239828515245843e-06
ATP7B	0.7795164200348269	0.1589104805948593	0.6206059394399677	4.6076555938273337e-07	3.239828515245843e-06
PHF10	3.6934630554502146	1.359542114555619	2.3339209408945956	4.659844740638451e-07	3.239828515245843e-06
ATP1A1	7.0105606445031565	4.926837167570311	2.083723476932845	4.6787555150877006e-07	3.239828515245843e-06
ABCF3	5.170055060867097	4.25785922639616	0.9121958344709364	4.6808607359677e-07	3.239828515245843e-06
SASH1	2.7391169757417346	0.7503495302144672	1.9887674455272675	4.672444683901949e-07	3.239828515245843e-06
RELT	4.75773555374084	3.20463035742665	1.5531051963141902	4.6808607359677e-07	3.239828515245843e-06
VPS37C	3.6459727687658905	2.09833812432652	1.5476346444393707	4.672444683901949e-07	3.239828515245843e-06
CLSTN3	5.530364934156796	3.819574812100024	1.710790122056772	4.6787555150877006e-07	3.239828515245843e-06
KIAA1841	1.8779804262046103	0.7048431745616691	1.1731372516429412	4.672444683901949e-07	3.239828515245843e-06
LIN7C	3.537628340903713	1.3731134286232483	2.164514912280465	4.659844740638451e-07	3.239828515245843e-06
SEC14L1P1	0.3893415285671701	0.05308482578554285	0.3362567027816272	4.6176442650603944e-07	3.239828515245843e-06
CEP78	3.468803398106189	1.4400773654855272	2.028726032620662	4.659844740638451e-07	3.239828515245843e-06
EIF3J	5.341820261539384	3.235623299992513	2.106196961546871	4.6808607359677e-07	3.239828515245843e-06
DLG4	2.695851847981624	1.2876159257817945	1.4082359221998293	4.659844740638451e-07	3.239828515245843e-06
ASB8	4.256040492779835	2.4473556533212912	1.808684839458544	4.6808607359677e-07	3.239828515245843e-06
FAM156A	0.8554918903786346	0.33355422658926126	0.5219376637893733	4.6076555938273337e-07	3.239828515245843e-06
TMEM194A	4.7014667068154115	1.551200362177489	3.1502663446379224	4.6787555150877006e-07	3.239828515245843e-06
ZNF324	2.6790136306817773	1.7122363757366896	0.9667772549450877	4.672444683901949e-07	3.239828515245843e-06
ZNF626	2.515684386055578	0.5150901232510858	2.0005942628044924	4.6808607359677e-07	3.239828515245843e-06
HLA-L	2.7833177216224967	1.1459334637260352	1.6373842578964615	4.659844740638451e-07	3.239828515245843e-06
TMEM143	2.5395950999082686	1.6638814041352754	0.8757136957729932	4.672444683901949e-07	3.239828515245843e-06
CD55	4.364594138841181	2.400449480789398	1.9641446580517825	4.6787555150877006e-07	3.239828515245843e-06
AGAP1	2.4053323345374498	0.7549400461550423	1.6503922883824074	4.672444683901949e-07	3.239828515245843e-06
HLA-DRA	11.18312021278647	8.824710740115997	2.3584094726704734	4.6808607359677e-07	3.239828515245843e-06
TMED9	6.371732927245923	5.11473922728751	1.2569936999584135	4.6787555150877006e-07	3.239828515245843e-06
ZNF618	1.9847323998863053	0.8521731138371085	1.1325592860491969	4.672444683901949e-07	3.239828515245843e-06
CLEC16A	4.794091027605741	3.1294451169565334	1.6646459106492073	4.6808607359677e-07	3.239828515245843e-06
CHMP1B	5.144343156189647	2.7826745508406914	2.3616686053489557	4.6808607359677e-07	3.239828515245843e-06
LOC101928451	1.5317328965480659	0.28483032593694535	1.2469025706111205	4.6787555150877006e-07	3.239828515245843e-06
LOC102723597	0.19403649084301886	0.0	0.19403649084301886	4.598617338222754e-07	3.239828515245843e-06
TMCO1	5.57868180898428	3.6169205934149353	1.9617612155693447	4.6787555150877006e-07	3.239828515245843e-06
DMTF1	4.866924973876054	3.019038700470378	1.8478862734056758	4.6808607359677e-07	3.239828515245843e-06
TRMT1L	3.7622501640845005	1.8044529609401594	1.9577972031443411	4.6787555150877006e-07	3.239828515245843e-06
FAM76A	2.677211159818622	1.240066794082472	1.4371443657361502	4.6808607359677e-07	3.239828515245843e-06
THAP2	2.0598590272048574	0.5181831307677318	1.5416758964371255	4.638909061947301e-07	3.239828515245843e-06
THEM4	4.212119311090513	2.5125256057164074	1.6995937053741055	4.6808607359677e-07	3.239828515245843e-06
SLC35F5	2.94399215245681	0.9013708440471018	2.042621308409708	4.638909061947301e-07	3.239828515245843e-06
ESCO2	2.8401195129042915	0.5395504481595897	2.300569064744702	4.659844740638451e-07	3.239828515245843e-06
RASA4	2.188392673188412	0.6637141331000131	1.5246785400883989	4.638909061947301e-07	3.239828515245843e-06
ZNF234	2.1331973637394617	0.6095237911509672	1.5236735725884945	4.638909061947301e-07	3.239828515245843e-06
ZNF605	3.0166537133403066	1.4428152971014616	1.573838416238845	4.638909061947301e-07	3.239828515245843e-06
RNF141	3.9768154013462276	2.2161529413616914	1.7606624599845362	4.6808607359677e-07	3.239828515245843e-06
HCP5	6.236940993660084	4.41307228360416	1.8238687100559234	4.6787555150877006e-07	3.239828515245843e-06
MRPL39	4.678778303070185	2.7023091075913905	1.9764691954787947	4.672444683901949e-07	3.239828515245843e-06
CDK2	4.9505204359479755	2.2456186099189424	2.704901826029033	4.672444683901949e-07	3.239828515245843e-06
THUMPD2	3.00621631288133	1.3630508853664147	1.6431654275149152	4.638909061947301e-07	3.239828515245843e-06
WDR88	0.8253112705211738	0.15782258440855684	0.667488686112617	4.638909061947301e-07	3.239828515245843e-06
TFIP11	5.404006561135716	4.013821504535743	1.3901850565999734	4.672444683901949e-07	3.239828515245843e-06
E2F5	3.457510354678192	0.8771789864870445	2.580331368191147	4.638909061947301e-07	3.239828515245843e-06
PLTP	6.390428507365963	3.5811493225317457	2.809279184834217	4.6787555150877006e-07	3.239828515245843e-06
RPA3-AS1	2.762447537859346	0.8247269783140982	1.9377205595452476	4.638909061947301e-07	3.239828515245843e-06
MTIF2	4.721564871940706	2.8923082496598576	1.8292566222808486	4.672444683901949e-07	3.239828515245843e-06
PDE6D	4.302427743780891	2.332059662431625	1.9703680813492657	4.672444683901949e-07	3.239828515245843e-06
GLUD1	6.2467417029222325	4.155806040133994	2.0909356627882385	4.6808607359677e-07	3.239828515245843e-06
KCNE4	2.3015122575919955	0.684606700239899	1.6169055573520965	4.659844740638451e-07	3.239828515245843e-06
CCNB3	0.23973673843713195	0.0	0.23973673843713195	4.642839821740805e-07	3.239828515245843e-06
CCNT1	4.2034716392961124	2.0759226344988724	2.12754900479724	4.6808607359677e-07	3.239828515245843e-06
MTERFD1	3.721917693783163	1.7343675919188595	1.9875501018643034	4.672444683901949e-07	3.239828515245843e-06
MYLIP	3.707577860373058	1.774776900042799	1.9328009603302587	4.6808607359677e-07	3.239828515245843e-06
NACC1	5.9082687496660515	4.757602347987433	1.1506664016786186	4.6808607359677e-07	3.239828515245843e-06
MTRF1	3.1963816785809227	1.4538386449683454	1.7425430336125773	4.638909061947301e-07	3.239828515245843e-06
TLR7	2.3627649327339233	0.9116622807298873	1.451102652004036	4.659844740638451e-07	3.239828515245843e-06
NONO	8.205915206597147	6.16468379979983	2.0412314067973174	4.6808607359677e-07	3.239828515245843e-06
CD164	6.415190590491388	3.5765102607243797	2.8386803297670085	4.6808607359677e-07	3.239828515245843e-06
KCNJ5	2.7522508875930187	0.9368260535463078	1.815424834046711	4.672444683901949e-07	3.239828515245843e-06
ANO8	2.249113410038259	0.8545838355352375	1.3945295745030213	4.638909061947301e-07	3.239828515245843e-06
DAZAP2	7.257140236750033	5.580487723428746	1.6766525133212866	4.6787555150877006e-07	3.239828515245843e-06
C10orf88	2.6334196570882757	1.4550219584796358	1.17839769860864	4.659844740638451e-07	3.239828515245843e-06
FBXO30	2.7590400437731186	0.6988725312235802	2.0601675125495387	4.672444683901949e-07	3.239828515245843e-06
PARPBP	2.0072741087397636	0.5943114833976485	1.4129626253421153	4.659844740638451e-07	3.239828515245843e-06
UBE2E1	5.462576748676943	3.509446115634489	1.9531306330424538	4.6787555150877006e-07	3.239828515245843e-06
MFSD9	2.7924764439636274	1.37244423021945	1.4200322137441774	4.638909061947301e-07	3.239828515245843e-06
DESI2	4.555967940284766	2.353221964761252	2.2027459755235146	4.672444683901949e-07	3.239828515245843e-06
IPO8	4.958116841437064	3.0838490128893747	1.8742678285476897	4.6787555150877006e-07	3.239828515245843e-06
IMPDH1	5.888556884158324	3.954605722131019	1.9339511620273049	4.6787555150877006e-07	3.239828515245843e-06
PSMD2	7.261399056554553	5.872934571330552	1.3884644852240013	4.6808607359677e-07	3.239828515245843e-06
TRIM2	1.4659164583293265	0.4557273138062937	1.0101891445230327	4.638909061947301e-07	3.239828515245843e-06
UBE2E2	4.034267948180685	2.102834435963915	1.93143351221677	4.6787555150877006e-07	3.239828515245843e-06
ENTPD4	5.5494722196228174	3.2641433995328275	2.28532882008999	4.6787555150877006e-07	3.239828515245843e-06
FAM157A	0.2621412003348472	0.0	0.2621412003348472	4.598617338222754e-07	3.239828515245843e-06
PTBP3	5.720006445677164	3.6902183384037457	2.0297881072734185	4.6808607359677e-07	3.239828515245843e-06
VIM-AS1	1.8105482593633928	0.462054848050337	1.3484934113130558	4.80924545392891e-07	3.3279938355305843e-06
SMG7-AS1	0.40490013633138866	0.0794508039503628	0.32544933238102586	4.831231005578919e-07	3.3425095716542875e-06
GUSBP2	0.3988618397279881	0.0859863961974372	0.3128754435305509	4.910150887949132e-07	3.3964013011944654e-06
DDO	0.7777165637293171	0.2319833314575264	0.5457332322717907	4.972288195852503e-07	3.4386642750691025e-06
SLK	3.999269531928369	1.890046263178321	2.109223268750048	5.089460190576213e-07	3.4602586038574036e-06
PGAP2	3.794347153851632	2.471033177603622	1.3233139762480102	5.096291083107232e-07	3.4602586038574036e-06
AP2M1	7.470293960468373	6.441858399091404	1.028435561376969	5.09856977764535e-07	3.4602586038574036e-06
PSME2	7.589710799026422	6.496663848399328	1.0930469506270937	5.09856977764535e-07	3.4602586038574036e-06
SCYL2	3.9384360273225543	1.3471265079977315	2.591309519324823	5.089460190576213e-07	3.4602586038574036e-06
SCARNA27	0.07949701042564014	0.0	0.07949701042564014	5.075020140415421e-07	3.4602586038574036e-06
FAM199X	3.556356036603553	1.3387558425700319	2.2176001940335213	5.075821741505153e-07	3.4602586038574036e-06
H3F3A	7.124266597836158	4.6595374045102265	2.4647291933259314	5.09856977764535e-07	3.4602586038574036e-06
POLE	5.5560709383290465	3.7469882111268813	1.8090827272021652	5.09856977764535e-07	3.4602586038574036e-06
BLOC1S6	4.605611431204974	2.427210366021479	2.1784010651834946	5.09856977764535e-07	3.4602586038574036e-06
VIM	9.231530937261752	7.750718521646467	1.4808124156152846	5.09856977764535e-07	3.4602586038574036e-06
RAB6A	5.625012546380308	3.0186223089157735	2.6063902374645345	5.089460190576213e-07	3.4602586038574036e-06
NOD2	2.9788645708419557	1.012274968078935	1.9665896027630207	5.075821741505153e-07	3.4602586038574036e-06
ADH5	6.183099583417389	4.146281774207603	2.0368178092097864	5.096291083107232e-07	3.4602586038574036e-06
SNRNP40	5.276477383987241	3.4893858227050405	1.7870915612822005	5.09856977764535e-07	3.4602586038574036e-06
MYL12A	7.7161617316715425	6.170612467686304	1.5455492639852384	5.09856977764535e-07	3.4602586038574036e-06
SGOL2	3.1582622493402175	0.835604127531641	2.3226581218085762	5.096291083107232e-07	3.4602586038574036e-06
FCHO2	3.0098613719731535	0.7440282974480177	2.265833074525136	5.089460190576213e-07	3.4602586038574036e-06
DPY19L1	3.4234673064025944	1.402667396782292	2.0207999096203024	5.075821741505153e-07	3.4602586038574036e-06
TAF15	7.620988063714857	5.874666741884413	1.746321321830444	5.09856977764535e-07	3.4602586038574036e-06
AC012314.8	0.31785217377053315	0.05817639838416075	0.25967577538637243	5.031543637548347e-07	3.4602586038574036e-06
RAD23B	6.274611672831886	3.8232658603006966	2.4513458125311898	5.09856977764535e-07	3.4602586038574036e-06
LYSMD4	2.160830705052989	1.2162628330612306	0.9445678719917585	5.075821741505153e-07	3.4602586038574036e-06
ZNF441	2.0314149330651805	0.4484396417956763	1.5829752912695043	5.019328621867719e-07	3.4602586038574036e-06
LLGL1	3.7238905363033203	1.977212088276187	1.7466784480271333	5.089460190576213e-07	3.4602586038574036e-06
USP37	3.4815999282590986	1.6809158754073485	1.80068405285175	5.089460190576213e-07	3.4602586038574036e-06
CAND1	5.610752563972012	2.9982164837818286	2.6125360801901834	5.09856977764535e-07	3.4602586038574036e-06
C1QC	8.033392193565193	5.155337211392771	2.878054982172422	5.09856977764535e-07	3.4602586038574036e-06
AEBP2	3.711350656311853	1.1578621595492897	2.5534884967625633	5.09856977764535e-07	3.4602586038574036e-06
VTI1A	4.0398957191758935	2.461194207913908	1.5787015112619853	5.096291083107232e-07	3.4602586038574036e-06
RXRB	5.366575367780369	3.9920959441501296	1.3744794236302393	5.096291083107232e-07	3.4602586038574036e-06
CD300A	3.777471383083247	2.240893944167443	1.536577438915804	5.089460190576213e-07	3.4602586038574036e-06
ZNF670	1.5784016340638287	0.32871122061046754	1.249690413453361	5.019328621867719e-07	3.4602586038574036e-06
SUMO3	6.074104656214098	4.288190423871047	1.7859142323430515	5.096291083107232e-07	3.4602586038574036e-06
ATG5	4.2243050038523595	2.4771390570792597	1.7471659467730998	5.089460190576213e-07	3.4602586038574036e-06
DUSP14	2.9480984543685986	1.5012234893797216	1.446874964988877	5.053160002419814e-07	3.4602586038574036e-06
TMEM140	4.028358662388308	2.311321604232286	1.7170370581560217	5.089460190576213e-07	3.4602586038574036e-06
C12orf66	2.601443339135899	0.7502826821547514	1.8511606569811478	5.089460190576213e-07	3.4602586038574036e-06
DST	4.206288843574992	2.1280188862707172	2.0782699573042747	5.09856977764535e-07	3.4602586038574036e-06
MCM4	6.581867939532018	3.7580230601178863	2.823844879414132	5.096291083107232e-07	3.4602586038574036e-06
AHRR	1.0061300445904253	0.224861239869208	0.7812688047212173	5.053160002419814e-07	3.4602586038574036e-06
TIGD7	2.0088272997564394	0.729862934370958	1.2789643653854814	5.09856977764535e-07	3.4602586038574036e-06
NUDT5	4.864170859980531	2.547214764086123	2.3169560958944078	5.096291083107232e-07	3.4602586038574036e-06
GORASP1	4.711957119756477	3.2147586857069657	1.497198434049511	5.089460190576213e-07	3.4602586038574036e-06
VANGL1	2.3164106897384382	0.9137819879477354	1.4026287017907029	5.053160002419814e-07	3.4602586038574036e-06
ZNF519	1.331759857212632	0.28008622693433294	1.051673630278299	5.075821741505153e-07	3.4602586038574036e-06
TTN	4.578426426488621	2.3961468351958164	2.1822795912928044	5.09856977764535e-07	3.4602586038574036e-06
ROCK1P1	1.2789936871856866	0.39447500925283774	0.8845186779328489	5.075821741505153e-07	3.4602586038574036e-06
IKZF5	2.923183077085638	1.0918111401787027	1.8313719369069354	5.075821741505153e-07	3.4602586038574036e-06
MED24	5.4884790502718745	3.5292417244093404	1.9592373258625342	5.089460190576213e-07	3.4602586038574036e-06
CD8A	5.472654575624868	3.067272714358499	2.405381861266369	5.09856977764535e-07	3.4602586038574036e-06
RNPEP	5.657379485767734	4.196635442243796	1.4607440435239383	5.09856977764535e-07	3.4602586038574036e-06
ERGIC2	4.116742573520954	2.2266729704548913	1.8900696030660624	5.089460190576213e-07	3.4602586038574036e-06
TRIO	4.754766793594474	1.7597755784171807	2.994991215177293	5.096291083107232e-07	3.4602586038574036e-06
LOC100505812	3.130159407777189	1.5201348096914846	1.6100245980857042	5.09856977764535e-07	3.4602586038574036e-06
HLA-J	0.8609895221574217	0.21793375264221532	0.6430557695152064	5.019328621867719e-07	3.4602586038574036e-06
HMGB2	8.194414432075497	4.749196138902848	3.4452182931726494	5.09856977764535e-07	3.4602586038574036e-06
NAP1L4	6.758483173175976	5.280975461355572	1.4775077118204036	5.09856977764535e-07	3.4602586038574036e-06
FAM32A	5.641447895615185	4.442683276167485	1.1987646194477	5.096291083107232e-07	3.4602586038574036e-06
ITFG2	3.785118279512522	2.291996453636556	1.4931218258759662	5.089460190576213e-07	3.4602586038574036e-06
DDX23	6.740028509896461	4.785869865336234	1.954158644560227	5.09856977764535e-07	3.4602586038574036e-06
XIAP	4.308581216703099	2.483571905656303	1.8250093110467964	5.09856977764535e-07	3.4602586038574036e-06
CP	3.7623304754792626	0.7588656914119765	3.003464784067286	5.075821741505153e-07	3.4602586038574036e-06
FAM69A	3.1512953224472176	1.8095607235299038	1.3417345989173137	5.089460190576213e-07	3.4602586038574036e-06
ZNF354C	1.3393704799512074	0.34656199932843973	0.9928084806227677	5.053160002419814e-07	3.4602586038574036e-06
ABHD3	4.0655894060387805	1.0963695743277553	2.969219831711025	5.089460190576213e-07	3.4602586038574036e-06
CDK8	2.795852395269212	1.0427626574396593	1.7530897378295527	5.019328621867719e-07	3.4602586038574036e-06
YWHAB	7.787006799190886	6.026801106574558	1.7602056926163279	5.09856977764535e-07	3.4602586038574036e-06
ZNF259	5.451050198464286	3.8970196092207336	1.5540305892435526	5.09856977764535e-07	3.4602586038574036e-06
HNRNPAB	7.63876741521584	5.512935965780203	2.125831449435637	5.09856977764535e-07	3.4602586038574036e-06
ITGAX	6.188550648137722	3.5696451689869892	2.618905479150733	5.09856977764535e-07	3.4602586038574036e-06
GRPEL2	3.3068798057736393	1.6856532396156378	1.6212265661580014	5.089460190576213e-07	3.4602586038574036e-06
MANBA	4.571506130886714	2.8880968056647838	1.6834093252219304	5.089460190576213e-07	3.4602586038574036e-06
